date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
1993-03-12,45.0937,45.2187,44.8125,45.1875,643600,25.0085255722575,25.0778493513337,24.8525747988474,25.0605461360763,643600,0.0,1.0
1993-03-15,45.3125,45.3125,45.0625,45.0625,310800,25.1298699151526,25.1298699151526,24.991222357,24.991222357,310800,0.0,1.0
1993-03-16,45.3125,45.4375,45.3125,45.3125,30800,25.1298699151526,25.1991936942289,25.1298699151526,25.1298699151526,30800,0.0,1.0
1993-03-17,45.0312,45.25,44.9687,45.25,21800,24.9738636827193,25.0952080256144,24.9392017931812,25.0952080256144,21800,0.0,1.0
1993-03-18,45.3125,45.5,45.2187,45.2187,59300,25.1298699151526,25.233855583767,25.0778493513337,25.0778493513337,59300,0.0,1.0
1993-03-19,45.0312,45.2812,45.0312,45.2812,66900,25.0920973289997,25.2314012856398,25.0920973289997,25.2314012856398,66900,0.213191,1.0
1993-03-22,44.7812,44.875,44.5625,44.5937,183400,24.9527933723597,25.005060216891,24.8309302710909,24.8483154048796,183400,0.0,1.0
1993-03-23,44.875,44.9375,44.8125,44.9062,55200,25.005060216891,25.039886206051,24.970234227731,25.0224453506797,55200,0.0,1.0
1993-03-24,44.875,45.0625,44.5937,44.8125,37200,25.005060216891,25.1095381843711,24.8483154048796,24.970234227731,37200,0.0,1.0
1993-03-25,45.1562,45.25,44.8437,44.9062,110100,25.1617493073198,25.2140161518511,24.9876193615197,25.0224453506797,110100,0.0,1.0
1993-03-26,44.9062,45.1562,44.875,45.125,101500,25.0224453506797,25.1617493073198,25.005060216891,25.1443641735311,101500,0.0,1.0
1993-03-29,45.0937,45.3125,44.9375,44.9375,87100,25.1269233181597,25.2488421410111,25.039886206051,25.039886206051,87100,0.0,1.0
1993-03-30,45.2187,45.2187,45.0937,45.1562,56000,25.1965752964798,25.1965752964798,25.1269233181597,25.1617493073198,56000,0.0,1.0
1993-03-31,45.1875,45.4687,45.1875,45.3437,111600,25.1791901626911,25.3358792531198,25.1791901626911,25.2662272747998,111600,0.0,1.0
1993-04-01,45.0312,45.25,44.9375,45.25,129500,25.0920973289997,25.2140161518511,25.039886206051,25.2140161518511,129500,0.0,1.0
1993-04-02,44.0937,44.6562,44.0937,44.6562,59400,24.5697074915995,24.8831413940396,24.5697074915995,24.8831413940396,59400,0.0,1.0
1993-04-05,44.3125,44.4375,44.1875,44.4375,172200,24.6916263144509,24.7612782927709,24.6219743361309,24.7612782927709,172200,0.0,1.0
1993-04-06,44.1875,44.4062,44.0625,44.4062,129700,24.6219743361309,24.7438374373996,24.5523223578108,24.7438374373996,129700,0.0,1.0
1993-04-07,44.3437,44.3437,44.1562,44.25,28000,24.7090114482396,24.7090114482396,24.6045334807595,24.6568003252909,28000,0.0,1.0
1993-04-08,44.2812,44.5312,44.0937,44.5312,180800,24.6741854590795,24.8134894157196,24.5697074915995,24.8134894157196,180800,0.0,1.0
1993-04-12,44.9062,44.9375,44.6562,44.7187,348500,25.0224453506797,25.039886206051,24.8831413940396,24.9179673831997,348500,0.0,1.0
1993-04-13,45.0,45.1562,44.8437,44.875,146100,25.0747121952111,25.1617493073198,24.9876193615197,25.005060216891,146100,0.0,1.0
1993-04-14,44.9375,45.0625,44.9062,45.0312,119600,25.039886206051,25.1095381843711,25.0224453506797,25.0920973289997,119600,0.0,1.0
1993-04-15,44.9375,45.0312,44.75,44.9062,148600,25.039886206051,25.0920973289997,24.935408238571,25.0224453506797,148600,0.0,1.0
1993-04-16,44.9375,45.0312,44.875,44.9687,47900,25.039886206051,25.0920973289997,25.005060216891,25.0572713398397,47900,0.0,1.0
1993-04-19,44.75,45.0625,44.7187,44.9375,157000,24.935408238571,25.1095381843711,24.9179673831997,25.039886206051,157000,0.0,1.0
1993-04-20,44.5312,44.75,44.25,44.6875,279500,24.8134894157196,24.935408238571,24.6568003252909,24.900582249411,279500,0.0,1.0
1993-04-21,44.5,44.625,44.375,44.625,67900,24.7961042819309,24.865756260251,24.7264523036109,24.865756260251,67900,0.0,1.0
1993-04-22,43.9375,44.6875,43.9375,44.3125,97700,24.4826703794908,24.900582249411,24.4826703794908,24.6916263144509,97700,0.0,1.0
1993-04-23,43.75,43.9687,43.6875,43.8437,106000,24.3781924120107,24.5000555132795,24.3433664228507,24.4304035349594,106000,0.0,1.0
1993-04-26,43.4062,43.9375,43.2812,43.7812,62600,24.1866216108393,24.4826703794908,24.1169696325193,24.3955775457994,62600,0.0,1.0
1993-04-27,43.875,43.875,43.3437,43.3437,156800,24.4478443903308,24.4478443903308,24.1517956216793,24.1517956216793,156800,0.0,1.0
1993-04-28,43.7812,43.9062,43.7187,43.8125,85900,24.3955775457994,24.4652295241195,24.3607515566394,24.4130184011708,85900,0.0,1.0
1993-04-29,43.9687,43.9687,43.625,43.875,85000,24.5000555132795,24.5000555132795,24.3085404336907,24.4478443903308,85000,0.0,1.0
1993-04-30,44.0312,44.2812,44.0312,44.125,88500,24.5348815024395,24.6741854590795,24.5348815024395,24.5871483469708,88500,0.0,1.0
1993-05-03,44.3125,44.3125,43.9062,44.0937,80500,24.6916263144509,24.6916263144509,24.4652295241195,24.5697074915995,80500,0.0,1.0
1993-05-04,44.4687,44.625,44.3437,44.4062,149100,24.7786634265596,24.865756260251,24.7090114482396,24.7438374373996,149100,0.0,1.0
1993-05-05,44.5937,44.75,44.4687,44.4687,109000,24.8483154048796,24.935408238571,24.7786634265596,24.7786634265596,109000,0.0,1.0
1993-05-06,44.4375,44.5625,44.4062,44.5312,54700,24.7612782927709,24.8309302710909,24.7438374373996,24.8134894157196,54700,0.0,1.0
1993-05-07,44.3437,44.4687,44.2812,44.4687,68000,24.7090114482396,24.7786634265596,24.6741854590795,24.7786634265596,68000,0.0,1.0
1993-05-10,44.4375,44.6875,44.4062,44.4062,113900,24.7612782927709,24.900582249411,24.7438374373996,24.7438374373996,113900,0.0,1.0
1993-05-11,44.625,44.625,44.3125,44.4375,42600,24.865756260251,24.865756260251,24.6916263144509,24.7612782927709,42600,0.0,1.0
1993-05-12,44.5625,44.5937,44.4375,44.4375,31000,24.8309302710909,24.8483154048796,24.7612782927709,24.7612782927709,31000,0.0,1.0
1993-05-13,44.0312,44.375,44.0,44.375,129100,24.5348815024395,24.7264523036109,24.5174963686508,24.7264523036109,129100,0.0,1.0
1993-05-14,44.0,44.1562,43.9687,44.0312,63500,24.5174963686508,24.6045334807595,24.5000555132795,24.5348815024395,63500,0.0,1.0
1993-05-17,44.1562,44.1562,43.9375,44.125,34000,24.6045334807595,24.6045334807595,24.4826703794908,24.5871483469708,34000,0.0,1.0
1993-05-18,44.125,44.2187,43.9687,44.1875,105200,24.5871483469708,24.6393594699195,24.5000555132795,24.6219743361309,105200,0.0,1.0
1993-05-19,45.0312,45.0312,43.8437,44.125,50200,25.0920973289997,25.0920973289997,24.4304035349594,24.5871483469708,50200,0.0,1.0
1993-05-20,45.1562,45.1562,44.9375,45.0312,98200,25.1617493073198,25.1617493073198,25.039886206051,25.0920973289997,98200,0.0,1.0
1993-05-21,44.75,45.25,44.7187,45.1875,221400,24.935408238571,25.2140161518511,24.9179673831997,25.1791901626911,221400,0.0,1.0
1993-05-24,44.9375,45.0937,44.8437,44.8437,30500,25.039886206051,25.1269233181597,24.9876193615197,24.9876193615197,30500,0.0,1.0
1993-05-25,45.0312,45.125,45.0312,45.125,191800,25.0920973289997,25.1443641735311,25.0920973289997,25.1443641735311,191800,0.0,1.0
1993-05-26,45.5937,45.625,45.125,45.1562,102400,25.4055312314399,25.4229720868112,25.1443641735311,25.1617493073198,102400,0.0,1.0
1993-05-27,45.4375,45.6562,45.375,45.6562,53800,25.3184941193312,25.4403572205999,25.2836681301711,25.4403572205999,53800,0.0,1.0
1993-05-28,45.2187,45.4062,45.0,45.4062,79100,25.1965752964798,25.3010532639598,25.0747121952111,25.3010532639598,79100,0.0,1.0
1993-06-01,45.6562,45.8125,45.3125,45.375,28300,25.4403572205999,25.5274500542913,25.2488421410111,25.2836681301711,28300,0.0,1.0
1993-06-02,45.5937,45.75,45.3437,45.5312,20300,25.4055312314399,25.4926240651312,25.2662272747998,25.3707052422799,20300,0.0,1.0
1993-06-03,45.4375,45.5,45.3437,45.5,21600,25.3184941193312,25.3533201084912,25.2662272747998,25.3533201084912,21600,0.0,1.0
1993-06-04,45.2812,45.3125,45.0937,45.3125,32000,25.2314012856398,25.2488421410111,25.1269233181597,25.2488421410111,32000,0.0,1.0
1993-06-07,45.125,45.375,45.125,45.375,121400,25.1443641735311,25.2836681301711,25.1443641735311,25.2836681301711,121400,0.0,1.0
1993-06-08,44.7187,45.0,44.7187,45.0,104500,24.9179673831997,25.0747121952111,24.9179673831997,25.0747121952111,104500,0.0,1.0
1993-06-09,44.875,45.0625,44.8125,44.875,43300,25.005060216891,25.1095381843711,24.970234227731,25.005060216891,43300,0.0,1.0
1993-06-10,44.9062,44.9375,44.75,44.8437,17900,25.0224453506797,25.039886206051,24.935408238571,24.9876193615197,17900,0.0,1.0
1993-06-11,45.0937,45.1562,44.9062,45.0625,647400,25.1269233181597,25.1617493073198,25.0224453506797,25.1095381843711,647400,0.0,1.0
1993-06-14,45.0312,45.1875,45.0312,45.1562,64200,25.0920973289997,25.1791901626911,25.0920973289997,25.1617493073198,64200,0.0,1.0
1993-06-15,44.9375,45.125,44.9375,45.0937,142400,25.039886206051,25.1443641735311,25.039886206051,25.1269233181597,142400,0.0,1.0
1993-06-16,45.0312,45.0312,44.8125,44.9375,330900,25.0920973289997,25.0920973289997,24.970234227731,25.039886206051,330900,0.0,1.0
1993-06-17,45.1875,45.1875,45.0312,45.125,37400,25.1791901626911,25.1791901626911,25.0920973289997,25.1443641735311,37400,0.0,1.0
1993-06-18,44.5,44.8437,44.5,44.8437,58500,24.9733100590936,25.1661938044264,24.9733100590936,25.1661938044264,58500,0.31802,1.0
1993-06-21,44.5937,44.625,44.5312,44.625,29300,25.0258943097124,25.0434598064506,24.9908194360339,25.0434598064506,29300,0.0,1.0
1993-06-22,44.625,44.6562,44.5625,44.6562,137500,25.0434598064506,25.0609691833909,25.0083849327721,25.0609691833909,137500,0.0,1.0
1993-06-23,44.2187,44.625,44.2187,44.625,227600,24.8154450676414,25.0434598064506,24.8154450676414,25.0434598064506,227600,0.0,1.0
1993-06-24,44.8125,44.8125,44.3437,44.3437,243700,25.1486844274861,25.1486844274861,24.8855948149984,24.8855948149984,243700,0.0,1.0
1993-06-25,44.7812,44.9062,44.75,44.7812,44800,25.1311189307479,25.2012686781049,25.1136095538076,25.1311189307479,44800,0.0,1.0
1993-06-28,45.2812,45.2812,44.9375,45.0,439900,25.4117179201759,25.4117179201759,25.2188341748431,25.2539090485216,439900,0.0,1.0
1993-06-29,45.0625,45.2187,45.0,45.2187,207500,25.2889839222001,25.3766430464974,25.2539090485216,25.3766430464974,207500,0.0,1.0
1993-06-30,45.0625,45.2187,45.0,45.125,437600,25.2889839222001,25.3766430464974,25.2539090485216,25.3240587958786,437600,0.0,1.0
1993-07-01,44.9375,45.125,44.875,45.125,605700,25.2188341748431,25.3240587958786,25.1837593011646,25.3240587958786,605700,0.0,1.0
1993-07-02,44.6875,44.8125,44.5312,44.7812,285400,25.0785346801291,25.1486844274861,24.9908194360339,25.1311189307479,285400,0.0,1.0
1993-07-06,44.2187,44.75,44.1562,44.625,246400,24.8154450676414,25.1136095538076,24.7803701939629,25.0434598064506,246400,0.0,1.0
1993-07-07,44.3437,44.4062,44.1875,44.1875,343700,24.8855948149984,24.9206696886769,24.7979356907011,24.7979356907011,343700,0.0,1.0
1993-07-08,44.8437,44.9375,44.3125,44.375,248200,25.1661938044264,25.2188341748431,24.8680854380581,24.9031603117366,248200,0.0,1.0
1993-07-09,44.9687,44.9687,44.75,44.8437,378200,25.2363435517834,25.2363435517834,25.1136095538076,25.1661938044264,378200,0.0,1.0
1993-07-12,44.9375,44.9687,44.8437,44.9062,373700,25.2188341748431,25.2363435517834,25.1661938044264,25.2012686781049,373700,0.0,1.0
1993-07-13,44.9062,45.0937,44.6562,44.9687,389600,25.2012686781049,25.3064932991404,25.0609691833909,25.2363435517834,389600,0.0,1.0
1993-07-14,45.0625,45.1875,44.9062,44.9375,617300,25.2889839222001,25.3591336695571,25.2012686781049,25.2188341748431,617300,0.0,1.0
1993-07-15,44.875,45.0312,44.7812,45.0312,443800,25.1837593011646,25.2714184254619,25.1311189307479,25.2714184254619,443800,0.0,1.0
1993-07-16,44.75,44.9375,44.6875,44.9062,216400,25.1136095538076,25.2188341748431,25.0785346801291,25.2012686781049,216400,0.0,1.0
1993-07-19,44.7187,44.75,44.5937,44.75,188200,25.0960440570694,25.1136095538076,25.0258943097124,25.1136095538076,188200,0.0,1.0
1993-07-20,44.8437,44.8437,44.4687,44.6875,68500,25.1661938044264,25.1661938044264,24.9557445623554,25.0785346801291,68500,0.0,1.0
1993-07-21,44.8125,44.8125,44.6562,44.7812,142700,25.1486844274861,25.1486844274861,25.0609691833909,25.1311189307479,142700,0.0,1.0
1993-07-22,44.5,44.8125,44.5,44.75,632400,24.9733100590936,25.1486844274861,24.9733100590936,25.1136095538076,632400,0.0,1.0
1993-07-23,44.7187,44.7187,44.5625,44.5937,286200,25.0960440570694,25.0960440570694,25.0083849327721,25.0258943097124,286200,0.0,1.0
1993-07-26,44.9687,45.0625,44.8437,44.8437,121300,25.2363435517834,25.2889839222001,25.1661938044264,25.1661938044264,121300,0.0,1.0
1993-07-27,44.9375,45.0312,44.7812,45.0,92800,25.2188341748431,25.2714184254619,25.1311189307479,25.2539090485216,92800,0.0,1.0
1993-07-28,44.8437,44.9375,44.7812,44.8437,30800,25.1661938044264,25.2188341748431,25.1311189307479,25.1661938044264,30800,0.0,1.0
1993-07-29,45.0937,45.2187,44.875,44.9375,331000,25.3064932991404,25.3766430464974,25.1837593011646,25.2188341748431,331000,0.0,1.0
1993-07-30,44.8437,45.0937,44.7812,45.0937,75300,25.1661938044264,25.3064932991404,25.1311189307479,25.3064932991404,75300,0.0,1.0
1993-08-02,44.9687,45.125,44.9062,44.9062,41300,25.2363435517834,25.3240587958786,25.2012686781049,25.2012686781049,41300,0.0,1.0
1993-08-03,45.0,45.1875,44.8437,45.0625,81600,25.2539090485216,25.3591336695571,25.1661938044264,25.2889839222001,81600,0.0,1.0
1993-08-04,45.0,45.0937,44.875,45.0,434000,25.2539090485216,25.3064932991404,25.1837593011646,25.2539090485216,434000,0.0,1.0
1993-08-05,44.9062,45.0,44.8437,45.0,36800,25.2012686781049,25.2539090485216,25.1661938044264,25.2539090485216,36800,0.0,1.0
1993-08-06,44.9687,45.0625,44.9062,45.0312,402300,25.2363435517834,25.2889839222001,25.2012686781049,25.2714184254619,402300,0.0,1.0
1993-08-09,45.2187,45.3437,45.0,45.0937,828200,25.3766430464974,25.4467927938544,25.2539090485216,25.3064932991404,828200,0.0,1.0
1993-08-10,45.1875,45.2187,45.125,45.1875,604900,25.3591336695571,25.3766430464974,25.3240587958786,25.3591336695571,604900,0.0,1.0
1993-08-11,45.1875,45.3125,45.1562,45.1562,542200,25.3591336695571,25.4292834169141,25.3415681728189,25.3415681728189,542200,0.0,1.0
1993-08-12,45.0625,45.3125,44.9062,45.3125,303700,25.2889839222001,25.4292834169141,25.2012686781049,25.4292834169141,303700,0.0,1.0
1993-08-13,45.125,45.1562,45.0937,45.0937,103500,25.3240587958786,25.3415681728189,25.3064932991404,25.3064932991404,103500,0.0,1.0
1993-08-16,45.375,45.5,45.1562,45.1562,241800,25.4643582905926,25.5345080379496,25.3415681728189,25.3415681728189,241800,0.0,1.0
1993-08-17,45.5312,45.5312,45.3437,45.3437,369300,25.55201741489,25.55201741489,25.4467927938544,25.4467927938544,369300,0.0,1.0
1993-08-18,45.7812,45.875,45.6562,45.6875,414300,25.692316909604,25.7449572800207,25.622167162247,25.6397326589852,414300,0.0,1.0
1993-08-19,45.7812,45.8125,45.7187,45.8125,28500,25.692316909604,25.7098824063422,25.6572420359255,25.7098824063422,28500,0.0,1.0
1993-08-20,45.8125,45.8125,45.6562,45.6875,80700,25.7098824063422,25.7098824063422,25.622167162247,25.6397326589852,80700,0.0,1.0
1993-08-23,45.7187,45.75,45.625,45.625,15600,25.6572420359255,25.6748075326637,25.6046577853067,25.6046577853067,15600,0.0,1.0
1993-08-24,46.2187,46.2187,45.7187,45.7187,273400,25.9378410253535,25.9378410253535,25.6572420359255,25.6572420359255,273400,0.0,1.0
1993-08-25,46.25,46.4375,46.1562,46.2187,242300,25.9554065220917,26.0606311431272,25.902766151675,25.9378410253535,242300,0.0,1.0
1993-08-26,46.2812,46.5312,46.0937,46.2812,120000,25.972915899032,26.113215393746,25.8676912779965,25.972915899032,120000,0.0,1.0
1993-08-27,46.25,46.25,46.1562,46.1562,25700,25.9554065220917,25.9554065220917,25.902766151675,25.902766151675,25700,0.0,1.0
1993-08-30,46.4375,46.5,46.2812,46.2812,183500,26.0606311431272,26.0957060168057,25.972915899032,25.972915899032,183500,0.0,1.0
1993-08-31,46.5625,46.5625,46.3437,46.4062,66500,26.1307808904842,26.1307808904842,26.0079907727105,26.043065646389,66500,0.0,1.0
1993-09-01,46.5,46.5937,46.4062,46.4062,136500,26.0957060168057,26.1482902674245,26.043065646389,26.043065646389,136500,0.0,1.0
1993-09-02,46.3437,46.5937,46.3125,46.5312,472400,26.0079907727105,26.1482902674245,25.9904813957702,26.113215393746,472400,0.0,1.0
1993-09-03,46.375,46.4375,46.25,46.3125,630500,26.0255562694487,26.0606311431272,25.9554065220917,25.9904813957702,630500,0.0,1.0
1993-09-07,46.0625,46.4375,46.0,46.375,196400,25.8501819010562,26.0606311431272,25.8151070273777,26.0255562694487,196400,0.0,1.0
1993-09-08,45.9062,46.0625,45.5937,46.0625,269900,25.762466656961,25.8501819010562,25.5870922885685,25.8501819010562,269900,0.0,1.0
1993-09-09,46.0,46.0312,45.7187,45.7187,239200,25.8151070273777,25.832616404318,25.6572420359255,25.6572420359255,239200,0.0,1.0
1993-09-10,46.4062,46.4375,46.0625,46.125,106500,26.043065646389,26.0606311431272,25.8501819010562,25.8852567747347,106500,0.0,1.0
1993-09-13,46.4375,46.5625,46.4375,46.5625,66900,26.0606311431272,26.1307808904842,26.0606311431272,26.1307808904842,66900,0.0,1.0
1993-09-14,46.25,46.3125,46.0937,46.3125,184500,25.9554065220917,25.9904813957702,25.8676912779965,25.9904813957702,184500,0.0,1.0
1993-09-15,46.375,46.4062,45.9062,46.0625,101000,26.0255562694487,26.043065646389,25.762466656961,25.8501819010562,101000,0.0,1.0
1993-09-16,46.1875,46.3437,46.1562,46.3125,54300,25.9203316484132,26.0079907727105,25.902766151675,25.9904813957702,54300,0.0,1.0
1993-09-17,45.8125,45.9062,45.75,45.875,200900,25.870489972317,25.9234027125169,25.8351959887259,25.9057839559082,200900,0.286187,1.0
1993-09-20,45.4375,45.9687,45.4375,45.875,57800,25.6587260707701,25.958696696108,25.6587260707701,25.9057839559082,57800,0.0,1.0
1993-09-21,45.2812,45.5625,44.8125,45.5,318200,25.5704628766053,25.7293140379524,25.3057862348585,25.6940200543613,318200,0.0,1.0
1993-09-22,45.6562,45.7187,45.375,45.4375,439700,25.7822267781523,25.8175207617434,25.6234320871789,25.6587260707701,439700,0.0,1.0
1993-09-23,45.9062,45.9375,45.7187,45.7812,88500,25.9234027125169,25.9410779394993,25.8175207617434,25.8528147453346,88500,0.0,1.0
1993-09-24,45.7812,45.875,45.7187,45.8437,53500,25.8528147453346,25.9057839559082,25.8175207617434,25.8881087289257,53500,0.0,1.0
1993-09-27,46.2812,46.2812,46.125,46.125,274600,26.1351666140638,26.1351666140638,26.0469598902728,26.0469598902728,274600,0.0,1.0
1993-09-28,46.1875,46.3125,46.1562,46.3125,158300,26.082253873864,26.1528418410463,26.0645786468815,26.1528418410463,158300,0.0,1.0
1993-09-29,46.0312,46.3125,45.9687,46.1875,221000,25.9939906796992,26.1528418410463,25.958696696108,26.082253873864,221000,0.0,1.0
1993-09-30,45.9375,46.125,45.8437,46.0312,99300,25.9410779394993,26.0469598902728,25.8881087289257,25.9939906796992,99300,0.0,1.0
1993-10-01,46.1562,46.2187,45.8125,45.875,22700,26.0645786468815,26.0998726304727,25.870489972317,25.9057839559082,22700,0.0,1.0
1993-10-04,46.2187,46.2187,46.0937,46.2187,1038500,26.0998726304727,26.0998726304727,26.0292846632904,26.0998726304727,1038500,0.0,1.0
1993-10-05,46.1562,46.3125,46.0,46.3125,436500,26.0645786468815,26.1528418410463,25.9763719230905,26.1528418410463,436500,0.0,1.0
1993-10-06,46.125,46.375,46.125,46.1875,209200,26.0469598902728,26.1881358246374,26.0469598902728,26.082253873864,209200,0.0,1.0
1993-10-07,46.0,46.1875,45.9687,46.1875,59400,25.9763719230905,26.082253873864,25.958696696108,26.082253873864,59400,0.0,1.0
1993-10-08,46.0625,46.1562,45.7187,46.125,54400,26.0116659066817,26.0645786468815,25.8175207617434,26.0469598902728,54400,0.0,1.0
1993-10-11,46.1562,46.25,46.1562,46.1562,467100,26.0645786468815,26.1175478574551,26.0645786468815,26.0645786468815,467100,0.0,1.0
1993-10-12,46.2187,46.25,46.1875,46.2187,26200,26.0998726304727,26.1175478574551,26.082253873864,26.0998726304727,26200,0.0,1.0
1993-10-13,46.2187,46.25,46.1562,46.25,139100,26.0998726304727,26.1175478574551,26.0645786468815,26.1175478574551,139100,0.0,1.0
1993-10-14,46.8125,46.8125,46.2812,46.4062,108100,26.4351937097755,26.4351937097755,26.1351666140638,26.2057545812461,108100,0.0,1.0
1993-10-15,47.0625,47.1562,46.9062,47.0312,1502500,26.5763696441401,26.62928238434,26.4881064499754,26.5586944171577,1502500,0.0,1.0
1993-10-18,46.9375,47.0312,46.875,47.0312,722400,26.5057816769578,26.5586944171577,26.4704876933667,26.5586944171577,722400,0.0,1.0
1993-10-19,46.5937,46.9687,46.5937,46.875,880100,26.3116365320196,26.5234004335665,26.3116365320196,26.4704876933667,880100,0.0,1.0
1993-10-20,46.6562,46.75,46.5625,46.75,230400,26.3469305156108,26.3998997261844,26.2940177754109,26.3998997261844,230400,0.0,1.0
1993-10-21,46.5937,46.6875,46.5312,46.6875,56200,26.3116365320196,26.3646057425932,26.2763425484284,26.3646057425932,56200,0.0,1.0
1993-10-22,46.375,46.8437,46.375,46.6562,390700,26.1881358246374,26.4528124663842,26.1881358246374,26.3469305156108,390700,0.0,1.0
1993-10-25,46.5,46.5625,46.2812,46.4062,114500,26.2587237918197,26.2940177754109,26.1351666140638,26.2057545812461,114500,0.0,1.0
1993-10-26,46.4687,46.5,46.3125,46.4687,186200,26.2410485648373,26.2587237918197,26.1528418410463,26.2410485648373,186200,0.0,1.0
1993-10-27,46.5,46.5312,46.4062,46.4062,118400,26.2587237918197,26.2763425484284,26.2057545812461,26.2057545812461,118400,0.0,1.0
1993-10-28,46.8437,46.9687,46.5625,46.5625,129600,26.4528124663842,26.5234004335665,26.2940177754109,26.2940177754109,129600,0.0,1.0
1993-10-29,46.8437,46.875,46.7812,46.8125,80700,26.4528124663842,26.4704876933667,26.4175184827931,26.4351937097755,80700,0.0,1.0
1993-11-01,46.9687,47.0,46.7812,46.7812,36400,26.5234004335665,26.541075660549,26.4175184827931,26.4175184827931,36400,0.0,1.0
1993-11-02,46.9375,47.0,46.6562,46.9062,262100,26.5057816769578,26.541075660549,26.3469305156108,26.4881064499754,262100,0.0,1.0
1993-11-03,46.3437,46.9062,46.125,46.9062,479100,26.170460597655,26.4881064499754,26.0469598902728,26.4881064499754,479100,0.0,1.0
