date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2002-07-26,82.51,82.8,82.42,82.67,316300,37.8412431804991,37.9742447623964,37.7999668274965,37.9146233636149,316300,0.0,1.0
2002-07-29,81.42,82.16,81.32,82.06,8400,37.3413406830231,37.6807240299334,37.2954780685758,37.6348614154861,8400,0.0,1.0
2002-07-30,81.52,81.9,81.52,81.75,6100,37.3872032974704,37.5614812323703,37.3872032974704,37.4926873106993,6100,0.0,1.0
2002-07-31,82.53,82.8,81.9,81.95,29400,37.8504157033886,37.9742447623964,37.5614812323703,37.584412539594,29400,0.0,1.0
2002-08-01,83.0,83.02,82.54,82.54,25000,38.0659699912911,38.0751425141805,37.8550019648333,37.8550019648333,25000,0.0,1.0
2002-08-02,83.85,84.1,82.88,83.16,52800,38.4558022140934,38.5704587502118,38.0109348539543,38.1393501744068,52800,0.0,1.0
2002-08-05,84.22,84.44,83.85,84.04,61100,38.6254938875486,38.7263916393327,38.4558022140934,38.5429411815434,61100,0.0,1.0
2002-08-06,83.5,83.9,83.22,83.8,64900,38.2952830635278,38.4787335213171,38.1668677430752,38.4328709068698,64900,0.0,1.0
2002-08-07,83.7,84.14,83.36,83.6,40300,38.3870082924224,38.5888037959907,38.2310754033015,38.3411456779751,40300,0.0,1.0
2002-08-08,83.7,83.77,83.36,83.58,40900,38.3870082924224,38.4191121225356,38.2310754033015,38.3319731550856,40900,0.0,1.0
2002-08-09,84.88,84.88,84.0,84.0,35900,38.928187142901,38.928187142901,38.5245961357645,38.5245961357645,35900,0.0,1.0
2002-08-12,85.4,86.7,85.14,85.3,32100,39.1666727380272,39.7628867258426,39.0474299404641,39.1208101235799,32100,0.0,1.0
2002-08-13,86.45,86.47,85.37,85.78,75400,39.6482301897243,39.6574027126137,39.152913953693,39.3409506729271,75400,0.0,1.0
2002-08-14,86.78,87.9,86.75,87.46,130000,39.7995768174005,40.3132380992107,39.7858180330663,40.1114425956424,130000,0.0,1.0
2002-08-15,86.02,86.5,85.85,86.38,87100,39.4510209476007,39.6711614969479,39.3730545030402,39.6161263596111,87100,0.0,1.0
2002-08-16,85.06,86.52,84.82,86.44,85000,39.0107398489062,39.6803340198374,38.9006695742326,39.6436439282795,85000,0.0,1.0
2002-08-19,85.32,85.34,84.71,85.05,47300,39.1299826464693,39.1391551693588,38.8502206983406,39.0061535874615,47300,0.0,1.0
2002-08-20,86.27,86.29,85.6,85.62,40800,39.565677483719,39.5748500066085,39.2583979669219,39.2675704898113,40800,0.0,1.0
2002-08-21,85.81,86.1,85.63,85.68,40000,39.3547094572613,39.4877110391586,39.2721567512561,39.2950880584797,40000,0.0,1.0
2002-08-22,85.06,85.55,85.06,85.55,34400,39.0107398489062,39.2354666596982,39.0107398489062,39.2354666596982,34400,0.0,1.0
2002-08-23,85.9,85.95,85.2,85.2,20100,39.3959858102639,39.4189171174876,39.0749475091325,39.0749475091325,20100,0.0,1.0
2002-08-26,85.98,86.21,85.67,85.7,23900,39.4326759018218,39.5381599150506,39.290501797035,39.3042605813692,23900,0.0,1.0
2002-08-27,85.44,85.68,85.2,85.4,301800,39.1850177838061,39.2950880584797,39.0749475091325,39.1666727380272,301800,0.0,1.0
2002-08-28,85.87,86.18,85.84,86.04,18100,39.3822270259297,39.5244011307164,39.3684682415955,39.4601934704902,18100,0.0,1.0
2002-08-29,86.56,86.86,86.35,86.76,135700,39.6986790656163,39.8362669089583,39.6023675752769,39.790404294511,135700,0.0,1.0
2002-08-30,87.08,87.13,86.45,86.75,78100,39.9371646607425,39.9600959679661,39.6482301897243,39.7858180330663,78100,0.0,1.0
2002-09-03,88.04,88.04,87.0,87.08,102100,40.5483298608677,40.5483298608677,40.0693400487902,40.10618541895,102100,0.3726,1.0
2002-09-04,88.02,88.3,87.84,88.03,66300,40.5391185183278,40.6680773138871,40.4562164354682,40.5437241895977,66300,0.0,1.0
2002-09-05,88.5,88.65,87.38,88.57,648400,40.7601907392866,40.8292758083363,40.2443555570493,40.7924304381764,648400,0.0,1.0
2002-09-06,87.46,88.19,87.2,87.97,140000,40.2812009272091,40.6174149299174,40.1614534741897,40.5160901619779,140000,0.0,1.0
2002-09-09,87.33,87.83,87.26,87.5,83800,40.2213272006994,40.4516107641982,40.1890875018096,40.299623612289,83800,0.0,1.0
2002-09-10,87.75,88.0,87.0,87.17,336000,40.4147653940384,40.5299071757878,40.0693400487902,40.1476364603798,336000,0.0,1.0
2002-09-11,87.29,87.3,86.75,87.0,177700,40.2029045156195,40.2075101868895,39.9541982670408,40.0693400487902,177700,0.0,1.0
2002-09-12,87.97,88.14,87.47,87.48,43400,40.5160901619779,40.5943865735675,40.2858065984791,40.2904122697491,43400,0.0,1.0
2002-09-13,88.78,88.94,88.18,88.33,155100,40.8891495348459,40.9628402751656,40.6128092586474,40.681894327697,155100,0.0,1.0
2002-09-16,88.93,89.22,88.9,89.2,73000,40.9582346038956,41.0917990707249,40.9444175900857,41.0825877281849,73000,0.0,1.0
2002-09-17,89.1,89.32,88.36,88.64,75400,41.0365310154852,41.1378557834246,40.695711341507,40.8246701370663,75400,0.0,1.0
2002-09-18,89.12,89.56,89.02,89.46,196600,41.0457423580251,41.2483918939041,40.9996856453254,41.2023351812043,196600,0.0,1.0
2002-09-19,89.72,89.77,89.26,89.7,109900,41.3220826342237,41.3451109905736,41.1102217558048,41.3128712916837,109900,0.0,1.0
2002-09-20,89.3,89.52,89.06,89.45,113500,41.1286444408847,41.2299692088242,41.0181083304053,41.1977295099343,113500,0.0,1.0
2002-09-23,90.1,90.24,89.77,90.0,163200,41.4970981424828,41.5615775402624,41.3451109905736,41.451041429783,163200,0.0,1.0
2002-09-24,90.68,90.94,90.21,90.3,251900,41.7642270761414,41.8839745291607,41.5477605264525,41.5892115678823,251900,0.0,1.0
